round,coordinate,candidate,matrix_lr,muon_momentum,adam_lr_multiplier,adam_beta1,weight_decay,stamp,status,score,path
0,adam_beta1,0,0.008,0.95,1.0,0.6,0.20,qwen3_d12_muon64_cd_r00_adam_beta1_0p6_20260605,scored,0.862726,hdfs://haruna/home/byte_data_seed/hdd_hldy/user/xingyu.dang/sigma-search-runs/search_evals/qwen3_d12_muon64_cd_r00_adam_beta1_0p6_20260605/plain_muon_bsz65536_lr0p008_s42/result.json
0,adam_beta1,1,0.008,0.95,1.0,0.7,0.20,qwen3_d12_muon64_cd_r00_adam_beta1_0p7_20260605,scored,0.86331,hdfs://haruna/home/byte_data_seed/hdd_hldy/user/xingyu.dang/sigma-search-runs/search_evals/qwen3_d12_muon64_cd_r00_adam_beta1_0p7_20260605/plain_muon_bsz65536_lr0p008_s42/result.json
0,adam_beta1,2,0.008,0.95,1.0,0.8,0.20,qwen3_d12_muon64_cd_r00_adam_beta1_0p8_20260605,scored,0.862436,hdfs://haruna/home/byte_data_seed/hdd_hldy/user/xingyu.dang/sigma-search-runs/search_evals/qwen3_d12_muon64_cd_r00_adam_beta1_0p8_20260605/plain_muon_bsz65536_lr0p008_s42/result.json
0,adam_beta1,3,0.008,0.95,1.0,0.9,0.20,qwen3_d12_muon64_cd_r00_adam_beta1_0p9_20260605,scored,0.863007,hdfs://haruna/home/byte_data_seed/hdd_hldy/user/xingyu.dang/sigma-search-runs/search_evals/qwen3_d12_muon64_cd_r00_adam_beta1_0p9_20260605/plain_muon_bsz65536_lr0p008_s42/result.json
0,adam_beta1,4,0.008,0.95,1.0,0.95,0.20,qwen3_d12_muon64_cd_r00_adam_beta1_0p95_20260605,scored,0.863558,hdfs://haruna/home/byte_data_seed/hdd_hldy/user/xingyu.dang/sigma-search-runs/search_evals/qwen3_d12_muon64_cd_r00_adam_beta1_0p95_20260605/plain_muon_bsz65536_lr0p008_s42/result.json
0,weight_decay,0,0.008,0.95,1.0,0.8,0.08,qwen3_d12_muon64_cd_r00_weight_decay_0p08_20260605,scored,0.863672,hdfs://haruna/home/byte_data_seed/hdd_hldy/user/xingyu.dang/sigma-search-runs/search_evals/qwen3_d12_muon64_cd_r00_weight_decay_0p08_20260605/plain_muon_bsz65536_lr0p008_s42/result.json
0,weight_decay,1,0.008,0.95,1.0,0.8,0.12,qwen3_d12_muon64_cd_r00_weight_decay_0p12_20260605,scored,0.862403,hdfs://haruna/home/byte_data_seed/hdd_hldy/user/xingyu.dang/sigma-search-runs/search_evals/qwen3_d12_muon64_cd_r00_weight_decay_0p12_20260605/plain_muon_bsz65536_lr0p008_s42/result.json
0,weight_decay,2,0.008,0.95,1.0,0.8,0.16,qwen3_d12_muon64_cd_r00_weight_decay_0p16_20260605,scored,0.8624,hdfs://haruna/home/byte_data_seed/hdd_hldy/user/xingyu.dang/sigma-search-runs/search_evals/qwen3_d12_muon64_cd_r00_weight_decay_0p16_20260605/plain_muon_bsz65536_lr0p008_s42/result.json
0,weight_decay,3,0.008,0.95,1.0,0.8,0.20,qwen3_d12_muon64_cd_r00_weight_decay_0p2_20260605,scored,0.862496,hdfs://haruna/home/byte_data_seed/hdd_hldy/user/xingyu.dang/sigma-search-runs/search_evals/qwen3_d12_muon64_cd_r00_weight_decay_0p2_20260605/plain_muon_bsz65536_lr0p008_s42/result.json
0,weight_decay,4,0.008,0.95,1.0,0.8,0.28,qwen3_d12_muon64_cd_r00_weight_decay_0p28_20260605,scored,0.863849,hdfs://haruna/home/byte_data_seed/hdd_hldy/user/xingyu.dang/sigma-search-runs/search_evals/qwen3_d12_muon64_cd_r00_weight_decay_0p28_20260605/plain_muon_bsz65536_lr0p008_s42/result.json
